"X","Authors","Title","Year","Cited.by","Affiliations","EID","Affiliations2","City","County","CountyCode"
18,"Niculescu S., Lardeux C., Hanganu J., Mercier G., David L.","Change detection in floodable areas of the Danube delta using radar images",2015,NA,"Danube Delta for Research and Development, 165 Babadag Street, Tulcea, Romania","2-s2.0-84938991206","danube delta for research and development, 165 babadag street, tulcea, romania","Tulcea","Tulcea","TL"
20,"Butunoiu D., Rusu E.","A data assimilation scheme to improve the wave predictions in the Black Sea",2015,NA,"Department of Mechanical Engineering, University 'Dun<U+0259>rea de Jos', Galati, Romania","2-s2.0-84957680804","department of mechanical engineering, university 'dun<u+0259>rea de jos', galati, romania","Galati","Galati","GL"
21,"Raileanu A., Onea F., Rusu E.","Assessment of the wind energy potential in the coastal environment of two enclosed seas",2015,NA,"Department of Mechanical Engineering, University 'Dun<U+0259>rea de Jos', Galati, Romania","2-s2.0-84957619234","department of mechanical engineering, university 'dun<u+0259>rea de jos', galati, romania","Galati","Galati","GL"
23,"Bony G., Morhange C., Marriner N., Baralis A., Kaniewski D., Rossignol I., Lungu V.","History and influence of the Danube delta lobes on the evolution of the ancient harbour of Orgame (Dobrogea, Romania)",2015,NA,"Institute of South-Eastern European Studies, Romanian Academy, Calea 13 Septembrie nr.13, O.P. 22 C.P. 159, Bucharest, Romania","2-s2.0-84935006748","institute of south-eastern european studies, romanian academy, calea 13 septembrie nr.13, o.p. 22 c.p. 159, bucharest, romania","Bucharest","Bucuresti","B"
24,"Vandenbulcke L., Barth A.","A stochastic operational forecasting system of the Black Sea: Technique and validation",2015,1,"Jailoo SRL, Seamod.ro, Valea Iepii nr. 1, Com. Salatrucu, Jud. Arges, Romania","2-s2.0-84939489874","jailoo srl, seamod.ro, valea iepii nr. 1, com. salatrucu, jud. arges, romania","Curtea de Arges","Arges","AG"
51,"Popescu I., Cioaca E., Pan Q., Jonoski A., Hanganu J.","Use of hydrodynamic models for the management of the Danube Delta wetlands: The case study of Sontea-Fortuna ecosystem",2015,2,"Danube Delta National Institute, 165 Babadag Street, Tulcea, Romania","2-s2.0-84918801605","danube delta national institute, 165 babadag street, tulcea, romania","Tulcea","Tulcea","TL"
59,"Fagara<U+0219> M., Niculescu M., Popoviciu R.","Annual vegetation along the black sea shoreline within the Danube delta biosphere reserve",2015,NA,"Ovidius University of Constanta, Constanta, Romania","2-s2.0-84946563561","ovidius university of constanta, constanta, romania","Constanta","Constanta","CT"
59,"Fagara<U+0219> M., Niculescu M., Popoviciu R.","Annual vegetation along the black sea shoreline within the Danube delta biosphere reserve",2015,NA,"University of Craiova, Departament of Botany, Craiova, Romania","2-s2.0-84946563561","university of craiova, departament of botany, craiova, romania","Craiova","Dolj","DJ"
60,"Olosutean H.","An albino water strider (Hemiptera: Gerridae) from the Danube Delta",2015,NA,"University of Sibiu, Department of Environmental Sciences, Applied Ecology Research Centre, 5-7th, Dr. I. Ratiu str., Sibiu, Romania","2-s2.0-84923011922","university of sibiu, department of environmental sciences, applied ecology research centre, 5-7th, dr. i. ratiu str., sibiu, romania","Sibiu","Sibiu","SB"
61,"Tudor I.-M., De<e1>k G.Y., Tudor M.","Zooplankton distribution and dynamics in a Gorgova-Uzlina, Sontea-Furtuna, Rosu-Puiu and Matita-Merhei complex of lakes from the Danube Delta - Romania",2015,NA,"Danube Delta National Institute for Research and Development, 165 Babadag Street, Tulcea, Romania","2-s2.0-84946819814","danube delta national institute for research and development, 165 babadag street, tulcea, romania","Tulcea","Tulcea","TL"
61,"Tudor I.-M., De<e1>k G.Y., Tudor M.","Zooplankton distribution and dynamics in a Gorgova-Uzlina, Sontea-Furtuna, Rosu-Puiu and Matita-Merhei complex of lakes from the Danube Delta - Romania",2015,NA,"National Institute for Research and Development in Environment Protection, Bucharest, Romania","2-s2.0-84946819814","national institute for research and development in environment protection, bucharest, romania","Bucharest","Bucuresti","B"
62,"Pacesila I.","Benthic microbial biomass dynamics in aquatic ecosystems of the Danube Delta",2015,NA,"Institute of Biology, Romanian Academy, Romania","2-s2.0-84935459014","institute of biology, romanian academy, romania","Bucharest","Bucuresti","B"
63,"Romanescu G., Bounegru O., Stoleriu C.C., Mihu-Pintilie A., Nicu C.I., Enea A., Stan C.O.","The ancient legendary island of PEUCE - myth or reality?",2015,1,"Alexandru Ioan Cuza University of Iasi, Faculty of Geography and Geology, Department of Geography, Bd.Carol I 20A, Iasi, Romania","2-s2.0-84918767761","alexandru ioan cuza university of iasi, faculty of geography and geology, department of geography, bd.carol i 20a, iasi, romania","Iasi","Iasi","IS"
63,"Romanescu G., Bounegru O., Stoleriu C.C., Mihu-Pintilie A., Nicu C.I., Enea A., Stan C.O.","The ancient legendary island of PEUCE - myth or reality?",2015,1,"Alexandru Ioan Cuza University of Iasi, Faculty of History, Bd.Carol I 11, Iasi, Romania","2-s2.0-84918767761","alexandru ioan cuza university of iasi, faculty of history, bd.carol i 11, iasi, romania","Iasi","Iasi","IS"
63,"Romanescu G., Bounegru O., Stoleriu C.C., Mihu-Pintilie A., Nicu C.I., Enea A., Stan C.O.","The ancient legendary island of PEUCE - myth or reality?",2015,1,"Alexandru Ioan Cuza University of Iasi, Faculty of Geography and Geology, Department of Geology, Bd.Carol I 20A, Iasi, Romania","2-s2.0-84918767761","alexandru ioan cuza university of iasi, faculty of geography and geology, department of geology, bd.carol i 20a, iasi, romania","Iasi","Iasi","IS"
63,"Romanescu G., Bounegru O., Stoleriu C.C., Mihu-Pintilie A., Nicu C.I., Enea A., Stan C.O.","The ancient legendary island of PEUCE - myth or reality?",2015,1,"Romanian Academy, Department of Iasi, Geography Group, 8 Carol I Blvd., Iasi, Romania","2-s2.0-84918767761","romanian academy, department of iasi, geography group, 8 carol i blvd., iasi, romania","Iasi","Iasi","IS"
64,"Begy R.-C., Simon H., Kelemen S., Reizer E., Preoteasa L.","Determination of sedimentation rates of a northern Danube Delta lake by 210Pb method",2015,NA,"Babes-Bolyai University, Faculty of Environmental Sciences and Engineering, Cluj-Napoca, Romania","2-s2.0-84949437362","babes-bolyai university, faculty of environmental sciences and engineering, cluj-napoca, romania","Cluj Napoca","Cluj","CJ"
64,"Begy R.-C., Simon H., Kelemen S., Reizer E., Preoteasa L.","Determination of sedimentation rates of a northern Danube Delta lake by 210Pb method",2015,NA,"University of Bucharest, Faculty of Geography, Bucharest, Romania","2-s2.0-84949437362","university of bucharest, faculty of geography, bucharest, romania","Bucharest","Bucuresti","B"
65,"Vaidianu N., Tofan L., Braghina C., Schvab A.","Legal and institutional framework for integrated governance in a Biosphere reserve",2015,NA,"Interdisciplinary Centre for Advanced Research on Territorial Dynamics, University of Bucharest, 4-12 Regina Elisabeta Street, Bucharest, Romania","2-s2.0-84946749096","interdisciplinary centre for advanced research on territorial dynamics, university of bucharest, 4-12 regina elisabeta street, bucharest, romania","Bucharest","Bucuresti","B"
65,"Vaidianu N., Tofan L., Braghina C., Schvab A.","Legal and institutional framework for integrated governance in a Biosphere reserve",2015,NA,"Faculty of Natural and Agricultural Sciences, Ovidius University, Constanta, Romania","2-s2.0-84946749096","faculty of natural and agricultural sciences, ovidius university, constanta, romania","Constanta","Constanta","CT"
68,"Mierla M., Romanescu G., Nichersu I., Grigoras I.","Hydrological risk map for the danube delta-a case study of floods within the fluvial delta",2015,1,"Department of Geography, Faculty of Geography and Geology, University of Iasi, Iasi, Romania","2-s2.0-84928779470","department of geography, faculty of geography and geology, university of iasi, iasi, romania","Iasi","Iasi","IS"
68,"Mierla M., Romanescu G., Nichersu I., Grigoras I.","Hydrological risk map for the danube delta-a case study of floods within the fluvial delta",2015,1,"Danube Delta National Institute for Research and Development, Tulcea, Romania","2-s2.0-84928779470","danube delta national institute for research and development, tulcea, romania","Tulcea","Tulcea","TL"
69,"Vaidianu N., Paraschiv M., Saghin I., Braghina C.","Social-ecological consequences of planning and development policies in the Danube Delta biosphere reserve, Romania",2015,1,"University of Bucharest, Interdisciplinary Center for Advanced Research on Territorial Dynamics (CICADIT), 4-12 Regina Elisabeta Blv, Bucharest, Romania","2-s2.0-84945915797","university of bucharest, interdisciplinary center for advanced research on territorial dynamics (cicadit), 4-12 regina elisabeta blv, bucharest, romania","Bucharest","Bucuresti","B"
70,"S<e1>ndor A.D., Alexe V., Marinov M., Dorosencu A., Dom<U+0219>a C., Kiss B.J.","Nest-site selection, breeding success, and diet of white-tailed eagles (Haliaeetus albicilla) in the Danube Delta, Romania",2015,1,"Department of Parasitology and Parasitic Diseases, University of Agricultural Sciences and Veterinary Medicine, Cluj-Napoca, Romania","2-s2.0-84923927392","department of parasitology and parasitic diseases, university of agricultural sciences and veterinary medicine, cluj-napoca, romania","Cluj Napoca","Cluj","CJ"
70,"S<e1>ndor A.D., Alexe V., Marinov M., Dorosencu A., Dom<U+0219>a C., Kiss B.J.","Nest-site selection, breeding success, and diet of white-tailed eagles (Haliaeetus albicilla) in the Danube Delta, Romania",2015,1,"NaturalNet LTD, Capusu Mare, Cluj, Romania","2-s2.0-84923927392","naturalnet ltd, capusu mare, cluj, romania","Cluj Napoca","Cluj","CJ"
70,"S<e1>ndor A.D., Alexe V., Marinov M., Dorosencu A., Dom<U+0219>a C., Kiss B.J.","Nest-site selection, breeding success, and diet of white-tailed eagles (Haliaeetus albicilla) in the Danube Delta, Romania",2015,1,"Danube Delta National Institute for Research and Development, Tulcea, Romania","2-s2.0-84923927392","danube delta national institute for research and development, tulcea, romania","Tulcea","Tulcea","TL"
75,"Galatchi M., Rosioru D., Nenciu M., Zaharia T., Coprean D.","Aspects of romanian black sea coast anchovy (Engraulis encrasicolus, linnaeus, 1758) biology during 2013 - 2014",2015,NA,"National Institute for Marine Research and Development <U+393C><U+3E33>Grigore Antipa<U+393C><U+3E34>, Romania","2-s2.0-84946560813","national institute for marine research and development <U+393C><U+3E33>grigore antipa<U+393C><U+3E34>, romania","Constanta","Constanta","CT"
75,"Galatchi M., Rosioru D., Nenciu M., Zaharia T., Coprean D.","Aspects of romanian black sea coast anchovy (Engraulis encrasicolus, linnaeus, 1758) biology during 2013 - 2014",2015,NA,"Ovidius<U+393C><U+3E34> University, Faculty of Environmental and Agriculture Sciences, Romania","2-s2.0-84946560813","ovidius<U+393C><U+3E34> university, faculty of environmental and agriculture sciences, romania","","",""
75,"Galatchi M., Rosioru D., Nenciu M., Zaharia T., Coprean D.","Aspects of romanian black sea coast anchovy (Engraulis encrasicolus, linnaeus, 1758) biology during 2013 - 2014",2015,NA,"Romanian Scientists Academy, Romania","2-s2.0-84946560813","romanian scientists academy, romania","Bucharest","Bucuresti","B"
77,"Resteanu A., Munteanu A.","Convention regarding the protection of the black sea against pollution; why it will be necessary for other European non-riparian states to adhere at the convention",2015,NA,"ECOM, Association for the Protection of Human Being and Environment for a Sustainable Development in the World, Romania","2-s2.0-84946737489","ecom, association for the protection of human being and environment for a sustainable development in the world, romania","Iasi","Iasi","IS"
80,"Galatchi M., Radu G., Zaharia T., Totoiu A., Coprean D.","Studies regarding biological aspects of anchovy (Engraulis encrasicolus Linnaeus, 1758) from the Romanian Black Sea coast",2015,NA,"'Grigore Antipa' National Institute for Marine Research and Development, 300 Mamaia Blvd., Constanta, Romania","2-s2.0-84946717200","'grigore antipa' national institute for marine research and development, 300 mamaia blvd., constanta, romania","Constanta","Constanta","CT"
80,"Galatchi M., Radu G., Zaharia T., Totoiu A., Coprean D.","Studies regarding biological aspects of anchovy (Engraulis encrasicolus Linnaeus, 1758) from the Romanian Black Sea coast",2015,NA,"Ovidius University, 220 Aurel Vlaicu Blvd., Constanta, Romania","2-s2.0-84946717200","ovidius university, 220 aurel vlaicu blvd., constanta, romania","Constanta","Constanta","CT"
80,"Galatchi M., Radu G., Zaharia T., Totoiu A., Coprean D.","Studies regarding biological aspects of anchovy (Engraulis encrasicolus Linnaeus, 1758) from the Romanian Black Sea coast",2015,NA,"Academy of Romanian Scientists, 54 Splaiul Independentei, Bucharest, Romania","2-s2.0-84946717200","academy of romanian scientists, 54 splaiul independentei, bucharest, romania","Bucharest","Bucuresti","B"
85,"Filimon A., Abaza V.","Preliminary data on the vertical distribution of meiobenthos in the sediment of the Romanian Black Sea shallow waters",2015,NA,"NIRDEP - National Institute for Marine Research and Development 'Grigore Antipa', 300 Mamaia Blvd., Constanta, Romania","2-s2.0-84946739321","nirdep - national institute for marine research and development 'grigore antipa', 300 mamaia blvd., constanta, romania","Constanta","Constanta","CT"
86,"Oaie G., Secrieru D., Bondar C., Szobotka S., Dutu L., Stanescu I., Opreanu G., Dutu F., Pojar I., Manta T.","Lower Danube river: Characterization of sediments and pollutants",2015,NA,"National Institute of Marine Geology and Geo-Ecology (GeoEcoMar), 23-25 Dimitrie Onciul St, Bucharest, Romania","2-s2.0-84954522677","national institute of marine geology and geo-ecology (geoecomar), 23-25 dimitrie onciul st, bucharest, romania","Bucharest","Bucuresti","B"
87,"Nastac M., Negreanu-Pirjol T.","The impact of massive algae development on the marine ecosystem",2015,NA,"Protection of Human Being and Environment for Sustainable Development in the World <U+393C><U+3E36> Ecom, Romania","2-s2.0-84946574221","protection of human being and environment for sustainable development in the world <U+393C><U+3E36> ecom, romania","","",""
88,"Rusu L., Butunoiu D.","Numerical modelling of the wave propagation close to the sacalin island in the black sea",2015,NA,"Department of Mechanical Engineering, Dun<U+0259>rea de Jos University of Galati, Romania","2-s2.0-84946845031","department of mechanical engineering, dun<u+0259>rea de jos university of galati, romania","Galati","Galati","GL"
89,"Dumitrache I.","Ancient literary sources concerning fishing and fish processing in the Black Sea region",2015,NA,"Alexandru Ioan Cuza university of iasi, Romania","2-s2.0-84947968753","alexandru ioan cuza university of iasi, romania","Iasi","Iasi","IS"
90,"Suaria G., Melinte-Dobrinescu M.C., Ion G., Aliani S.","First observations on the abundance and composition of floating debris in the North-western Black Sea",2015,1,"GeoEcoMar Institute, 23-25 Str. Dimitrie Onciul, Bucharest, Romania","2-s2.0-84929012515","geoecomar institute, 23-25 str. dimitrie onciul, bucharest, romania","Bucharest","Bucuresti","B"
92,"Coatu V., Oros A., Tiganus D., Lazar L.","Assessment of chemical contamination in Biota from Romanian Marine Waters in respect with maximum admissible levels regulated by legislation for human consumption",2015,NA,"NIRDEP - National Institute for Marine Research and Development 'Grigore Antipa', 300 Mamaia Blvd, Constanta, Romania","2-s2.0-84946711939","nirdep - national institute for marine research and development 'grigore antipa', 300 mamaia blvd, constanta, romania","Constanta","Constanta","CT"
97,"Rusu L.","Wave modelling with data assimilation to evaluate the wave energy patterns in the Black Sea",2015,NA,"University <U+393C><U+3E31>Dunarea de Jos<U+393C><U+3E32> of Galati, Department of Mechanical Engineering, Romania","2-s2.0-84946708187","university <U+393C><U+3E31>dunarea de jos<U+393C><U+3E32> of galati, department of mechanical engineering, romania","Galati","Galati","GL"
107,"Stoica E., Mihailov M.-E., G<ee>lea B., Popescu C., Lazar L.","Use of IDEXX Quanti-tray system for rapid assessment of Faecal indicator bacteria (FIB) in coastal black sea surface waters",2015,NA,"National Institute for Marine Research and Development <U+393C><U+3E31>Grigore Antipa<U+393C><U+3E32>, Romania","2-s2.0-84946551863","national institute for marine research and development <U+393C><U+3E31>grigore antipa<U+393C><U+3E32>, romania","Constanta","Constanta","CT"
107,"Stoica E., Mihailov M.-E., G<ee>lea B., Popescu C., Lazar L.","Use of IDEXX Quanti-tray system for rapid assessment of Faecal indicator bacteria (FIB) in coastal black sea surface waters",2015,NA,"MEDICLIM SRL, Romania","2-s2.0-84946551863","mediclim srl, romania","","",""
115,"Bottez V.","Implementing roman rule in greek cities on the western black sea coast. The role of the imperial cult",2015,NA,"University of Bucharest, Romania","2-s2.0-84929233820","university of bucharest, romania","Bucharest","Bucuresti","B"
130,"Mihailov M.E., Buga L., Malciu V., Lazar L.","Detecting seasonal variations and trends of main oceanographic parameters during atypical year 2014 on the Romanian black sea coast",2015,NA,"National Institute for Environmental Protection Research and Development, subunit National Institute for Marine Research and Development <U+393C><U+3E33>Grigore Antipa<U+393C><U+3E34>, Constanta, Romania","2-s2.0-84946545463","national institute for environmental protection research and development, subunit national institute for marine research and development <U+393C><U+3E33>grigore antipa<U+393C><U+3E34>, constanta, romania","Constanta","Constanta","CT"
148,"Bogdan-Stefan N.-P., Ticuta N.-P., Mihaela P.G., Cristina L.A., Miresan H.","Antioxidative activity of some macrophyte algae extracts from south Romanian black sea coast",2015,NA,"<U+393C><U+3E31>Ovidius<U+393C><U+3E32> University of Constanta, Constanta, Romania","2-s2.0-84964285955","<U+393C><U+3E31>ovidius<U+393C><U+3E32> university of constanta, constanta, romania","Constanta","Constanta","CT"
149,"Ungureanu G.-V., Laz<U+0259>r A.-V., Laz<U+0259>r R., Balahur<U+0259> A.-D., Ionescu A.-D., Micu D., Nit<U+0259> V.","Technical note: Habitat mapping of Romanian Natura 2000 sites. A case study, ""underwater Sulfurous Seeps, Mangalia""",2015,NA,"SC Marine Research SRL, Gheorghe-Viorel Ungureanu, Copilului 6-12 st., district 1, Bucharest, Romania","2-s2.0-84923817354","sc marine research srl, gheorghe-viorel ungureanu, copilului 6-12 st., district 1, bucharest, romania","Bucharest","Bucuresti","B"
149,"Ungureanu G.-V., Laz<U+0259>r A.-V., Laz<U+0259>r R., Balahur<U+0259> A.-D., Ionescu A.-D., Micu D., Nit<U+0259> V.","Technical note: Habitat mapping of Romanian Natura 2000 sites. A case study, ""underwater Sulfurous Seeps, Mangalia""",2015,NA,"University of Bucharest, Romania","2-s2.0-84923817354","university of bucharest, romania","Bucharest","Bucuresti","B"
149,"Ungureanu G.-V., Laz<U+0259>r A.-V., Laz<U+0259>r R., Balahur<U+0259> A.-D., Ionescu A.-D., Micu D., Nit<U+0259> V.","Technical note: Habitat mapping of Romanian Natura 2000 sites. A case study, ""underwater Sulfurous Seeps, Mangalia""",2015,NA,"National Institute of Marine Research and Development, Romania","2-s2.0-84923817354","national institute of marine research and development, romania","","",""
162,"Roth E.R.","Romania<U+0092>s foreign policy towards the wider Black Sea area in the aftermath of the 2007 EU-accession a by-product of exogenous influences, colliding interests and energy rivalries",2015,NA,"National School of Political Science, University of Bucharest, Romania","2-s2.0-84959341428","national school of political science, university of bucharest, romania","Bucharest","Bucuresti","B"
165,"Rusu L.","Assessment of the wave energy in the black sea based on a 15-year hindcast with data assimilation",2015,1,"Department of Mechanical Engineering, 'Dunarea de Jos' University of Galati, 47 Domneasca Street, Galati, Romania","2-s2.0-84945298208","department of mechanical engineering, 'dunarea de jos' university of galati, 47 domneasca street, galati, romania","Galati","Galati","GL"
172,"Altukhov D., Gubanova A., Siokou I., Pantazi M., Stefanova K., Timofte F., Nikishina A., Arashkevich E.","Intercomparison of five nets used for mesozooplankton sampling",2015,NA,"National Institute for Marine Research and Development Grigore Antipa, Romania","2-s2.0-84952000789","national institute for marine research and development grigore antipa, romania","Constanta","Constanta","CT"
175,"C<ee>rstea M.","A Romanian diplomat on the English foreign policy following the Munich Agreement",2015,NA,"University of Craiova, Faculty of Law and Social Sciences, Departament of Social Sciences, no. 13, A.I. Cuza Street, Dolj County, Romania","2-s2.0-84928197770","university of craiova, faculty of law and social sciences, departament of social sciences, no. 13, a.i. cuza street, dolj county, romania","Craiova","Dolj","DJ"
188,"Calopereanu M.F., Calopereanu A.N.","The Azerbaijan-Georgia-Romania Interconnector (A.G.R.I.) project-economic reliability or geostrategic interest",2015,NA,"Bucharest University of Economic Studies, Romania","2-s2.0-84976416741","bucharest university of economic studies, romania","Bucharest","Bucuresti","B"
195,"Catsadorakis G., Onmus O., Bugariu S., G<fc>l O., Hatzilacou D., Hatzofe O., Malakou M., Michev T., Naziridis T., Nikolaou H., Rudenko A., Saveljic D., Shumka S., Siki M., Crivelli A.J.","Current status of the Dalmatian pelican and the great white pelican populations of the black Sea/Mediterranean flyway",2015,NA,"Romanian Ornithological Society/BirdLife Romania, 3 Hristo Botev Blvd, Bucharest, Romania","2-s2.0-84923010978","romanian ornithological society/birdlife romania, 3 hristo botev blvd, bucharest, romania","Bucharest","Bucuresti","B"
204,"Fagara<U+0219> M., Niculescu M.","The plant community alysso borzaeani <U+0096> ephedretum distachyae Tzonev et al. 2005 on the Western coast of the Black Sea",2015,1,"Ovidius University of Constanta, Romania","2-s2.0-84946573707","ovidius university of constanta, romania","Constanta","Constanta","CT"
204,"Fagara<U+0219> M., Niculescu M.","The plant community alysso borzaeani <U+0096> ephedretum distachyae Tzonev et al. 2005 on the Western coast of the Black Sea",2015,1,"University of Craiova, Departament of Botany, Romania","2-s2.0-84946573707","university of craiova, departament of botany, romania","Craiova","Dolj","DJ"
208,"Gallusov<e1> M., Qablan M.A., D'Amico G., Oborn<ed>k M., Petr<U+009E>elkov<e1> K.J., Mihalca A.D., Modr<fd> D.","Piroplasms in feral and domestic equines in rural areas of the Danube Delta, Romania, with survey of dogs as a possible reservoir",2014,3,"Department of Parasitology and Parasitic Diseases, Faculty of Veterinary Medicine, University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca, Calea Manastur 3-5, Cluj-Napoca, Romania","2-s2.0-84919616990","department of parasitology and parasitic diseases, faculty of veterinary medicine, university of agricultural sciences and veterinary medicine cluj-napoca, calea manastur 3-5, cluj-napoca, romania","Cluj Napoca","Cluj","CJ"
212,"Burada A., Odor D.S., Teodorof L., Nastase C., Nastase A., Navodaru I., Georgescu L.P.","Mercury levels in fish tissues with and without commercial value from Danube delta biosphere",2014,NA,"NIRDEP - Danube Delta National Institute for Research and Development, 165 Babadag Street, Tulcea, Romania","2-s2.0-84949124963","nirdep - danube delta national institute for research and development, 165 babadag street, tulcea, romania","Tulcea","Tulcea","TL"
212,"Burada A., Odor D.S., Teodorof L., Nastase C., Nastase A., Navodaru I., Georgescu L.P.","Mercury levels in fish tissues with and without commercial value from Danube delta biosphere",2014,NA,"Faculty of Sciences, 'Dunarea de Jos' University of Galati, European Center of Excellence for the Environment, 111 Domneasca Street, Galati, Romania","2-s2.0-84949124963","faculty of sciences, 'dunarea de jos' university of galati, european center of excellence for the environment, 111 domneasca street, galati, romania","Galati","Galati","GL"
213,"Rosioru D.M.","Ecological resilience of Mytilus galloprovincialis from the Romanian Black Sea coast at environmental variations",2014,NA,"NIDERP-National Institute for Marine Research and Development 'Grigore Antipa', 300 Mamaia Blvd., Constanta, Romania","2-s2.0-84949120660","niderp-national institute for marine research and development 'grigore antipa', 300 mamaia blvd., constanta, romania","Constanta","Constanta","CT"
221,"Tanase Zanopol A., Onea F., Rusu E.","Coastal impact assessment of a generic wave farm operating in the Romanian nearshore",2014,15,"University Dunarea de Jos of Galati, Department of Mechanical Engineering, Galati, Romania","2-s2.0-84904161985","university dunarea de jos of galati, department of mechanical engineering, galati, romania","Galati","Galati","GL"
227,"Rusu L., Butunoiu D., Rusu E.","Analysis of the extreme storm events in the Black Sea considering the results of a ten-year wave hindcast",2014,10,"Department of Mechanical Engineering, Dunarea de Jos' University of Galati, 111 Domneasca Street, Galati, Romania","2-s2.0-84945253336","department of mechanical engineering, dunarea de jos' university of galati, 111 domneasca street, galati, romania","Galati","Galati","GL"
228,"Bandoc G., Mateescu R., Dragomir E., Golumbeanu M., Comanescu L., Nedelea A.","Systemic approach of the impact induced by climate changes on hydrothermic factors at the romanian black sea coast",2014,4,"University of Bucharest, Center for Coastal Research and Environmental Protection, 1 Nicolae Balcescu Blvd., Sector 1, Bucharest, Romania","2-s2.0-84978289397","university of bucharest, center for coastal research and environmental protection, 1 nicolae balcescu blvd., sector 1, bucharest, romania","Bucharest","Bucuresti","B"
228,"Bandoc G., Mateescu R., Dragomir E., Golumbeanu M., Comanescu L., Nedelea A.","Systemic approach of the impact induced by climate changes on hydrothermic factors at the romanian black sea coast",2014,4,"'Grigore Antipa' National Institute for Marine Research and Development - (NIRDEP), 00 Mamaia Blvd., Constanta, Romania","2-s2.0-84978289397","'grigore antipa' national institute for marine research and development - (nirdep), 00 mamaia blvd., constanta, romania","Constanta","Constanta","CT"
230,"Onea F., Rusu E.","An evaluation of the wind energy in the North-West of the Black Sea",2014,21,"Department of Applied Mechanics, Dunarea de Jos University of Galati, 800201 Galati, Romania","2-s2.0-84888421878","department of applied mechanics, dunarea de jos university of galati, 800201 galati, romania","Galati","Galati","GL"
236,"Bajo M., Ferrarin C., Dinu I., Umgiesser G., Stanica A.","The water circulation near the danube delta and the romanian coast modelled with finite elements",2014,3,"National Institute of Marine Geology and Geoecology - GeoEcoMar, Bucharest, Romania","2-s2.0-84895789594","national institute of marine geology and geoecology - geoecomar, bucharest, romania","Bucharest","Bucuresti","B"
239,"Dumitrache M.O., Kiss B., Dantas-Torres F., Latrofa M.S., D'Amico G., S<e1>ndor A.D., Mihalca A.D.","Seasonal dynamics of Rhipicephalus rossicus attacking domestic dogs from the steppic region of southeastern Romania",2014,4,"Department of Parasitology and Parasitic Diseases, University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca, Calea Manastur 3-5, Cluj-Napoca 400372, Romania","2-s2.0-84898417439","department of parasitology and parasitic diseases, university of agricultural sciences and veterinary medicine cluj-napoca, calea manastur 3-5, cluj-napoca 400372, romania","Cluj Napoca","Cluj","CJ"
239,"Dumitrache M.O., Kiss B., Dantas-Torres F., Latrofa M.S., D'Amico G., S<e1>ndor A.D., Mihalca A.D.","Seasonal dynamics of Rhipicephalus rossicus attacking domestic dogs from the steppic region of southeastern Romania",2014,4,"Danube Delta National Institute for Research and Development, Strada Babadag 165, Tulcea 820112, Romania","2-s2.0-84898417439","danube delta national institute for research and development, strada babadag 165, tulcea 820112, romania","Tulcea","Tulcea","TL"
